dab,0.564985573,0.570523739,-0.103089236,0.420007318,0.635352612,-0.309955567,0.680058837,0.526060462,-0.126036376,0.342715621,0.592565536,-0.788972497,0.787291229,0.444111168,-0.272757441,0.481396019,0.522217572,-1.211900711
dab,0.56519413,0.571515083,-0.106871918,0.420003176,0.637781858,-0.361678511,0.680845916,0.52545011,-0.087308131,0.342675239,0.592502356,-0.834842563,0.787392378,0.443042964,-0.174363747,0.482326895,0.522983193,-1.241943955
dab,0.565529704,0.571565151,-0.107069418,0.419572353,0.638703406,-0.37384814,0.683469415,0.524391532,-0.090972148,0.342643917,0.591095924,-0.854456604,0.787457943,0.442615181,-0.188029468,0.483385026,0.523036301,-1.249162197
dab,0.565630257,0.571799338,-0.098611414,0.419528782,0.639764547,-0.374799401,0.683831096,0.524104238,-0.059282042,0.341822118,0.590318739,-0.847908854,0.787255406,0.442398578,-0.143691495,0.482968509,0.52274847,-1.240638137
dab,0.565637946,0.571799994,-0.091896728,0.419866085,0.639743865,-0.365419924,0.684516728,0.523684084,-0.058903139,0.34167698,0.589390039,-0.810135186,0.78541553,0.442144662,-0.13776204,0.483897746,0.516684353,-1.14009738
dab,0.565641522,0.571983695,-0.006034149,0.420007795,0.639726818,-0.296408623,0.684336364,0.523700178,0.030580152,0.341407478,0.58896035,-0.746344626,0.78403604,0.44170472,-0.048651326,0.483667076,0.51684159,-1.075104356
dab,0.565370023,0.573808432,-0.040971138,0.419959009,0.639691472,-0.306243002,0.683451474,0.523906708,-0.020918375,0.341390848,0.588958621,-0.768320501,0.781185269,0.441700995,-0.114568271,0.485779613,0.510685146,-1.116937399
dab,0.565238059,0.574824274,-0.028065285,0.4200674,0.63966608,-0.288601339,0.682424843,0.524102569,-0.019610267,0.341203123,0.588775516,-0.749324203,0.779670835,0.441826969,-0.115456678,0.48570919,0.510169983,-1.094533563
dab,0.565160394,0.576079369,-0.070999615,0.419996083,0.640055776,-0.338694096,0.68147099,0.524981618,-0.071456268,0.34174031,0.588780582,-0.817225754,0.778991878,0.44203347,-0.163516372,0.487202734,0.508442521,-1.179053545
dab,0.565163732,0.577887774,-0.045978002,0.419738591,0.640497565,-0.318094611,0.681630552,0.52491498,-0.059175968,0.342161864,0.589103699,-0.788851619,0.77889812,0.441978425,-0.154103652,0.491225958,0.507716119,-1.130607367
